,Unnamed: 0.1,Unnamed: 0,name_hp,longName,CASNumber,agentType,materialType,units,gasDepVelocity,gasDepVelocity_units,antoine_a_hp,antoine_a_units,antoine_b_hp,antoine_b_units,antoine_c_hp,antoine_c_units,liquidDensity_a,liquidDensity_a_units,liquidDensity_b,liquidDensity_b_units,molecularWeight,molecularWeight_units,agent_key,version,agent_type,name_fp,standard_code,description,molecular_weight,molecular_volume,boiling_point,freezing_point,antoine_a_fp,antoine_b_fp,antoine_c_fp,inst_aerosol_present,skin_factor,liquid_density,placard_number,from,name,antoine_a,antoine_b,antoine_c
71,71,117.0,mibk,Methyl Isobutyl Ketone,108-10-1,IND,Liquid,kg,0.0,m/s,6.828,log(Torr),1254.0,C-log(Torr),201.6,C,796.0,kg/m^3,0.0,/K,100.16,amu,1309.0,0.0,TIC,Methyl isobutyl ketone,108-10-1,'',100.16,124.5461328,116.0,-84.0,6.82808,1254.095,201.613,False,,0.8042,1245.0,hp,Methyl isobutyl ketone,6.828,1254.0,201.6
72,72,118.0,mthisocn,Methyl Isocyanate,624-83-9,IND,Liquid,kg,0.003,m/s,7.069,log(Torr),1000.588,C-log(Torr),200.0,C,927.25,kg/m^3,0.0,/K,57.051,amu,,,,,,,,,,,,,,,,,,hp,mthisocn,7.069,1000.588,200.0
73,73,119.0,mthsulcl,Methanesulfonyl Chloride,124-63-0,IND,Liquid,kg,0.003,m/s,6.988,log(Torr),1482.82,C-log(Torr),200.0,C,1480.0,kg/m^3,0.0,/K,114.552,amu,,,,,,,,,,,,,,,,,,hp,mthsulcl,6.988,1482.82,200.0
74,74,122.0,MTHYLAM,Monomethylamine,74-89-5,IND,Liquid,kg,0.003,m/s,7.99045,log(Torr),1363.5579,C-log(Torr),273.15,C,662.8,kg/m^3,1.1677,/K,31.06,amu,1289.0,0.0,TIC,Methylamine,74-89-5,flammable gas,31.06,46.89009662,-6.3,-93.5,7.395,1034.977,235.576,False,,0.6624,1061.0,hp,Methylamine,7.99045,1363.5579,273.15
75,75,123.0,MTHYLDC,Methyl Phosphonic Dichloride,676-97-1,IND,Liquid,kg,0.003,m/s,7.2442,log(Torr),1669.7,C-log(Torr),216.1,C,1455.9,kg/m^3,1.38,/K,132.91,amu,,,,,,,,,,,,,,,,,,hp,MTHYLDC,7.2442,1669.7,216.1
76,76,125.0,mthylmcp_liq,Liquid Methyl Mercaptan,74-93-1,IND,Liquid,kg,0.0,m/s,7.23,log(Torr),1122.78,C-log(Torr),251.4,C,739.7,kg/m^3,2.16,/K,48.109,amu,1312.0,0.0,TIC,Methyl mercaptan,74-93-1,flammable gas; odor of rotten cabbage,48.11,50.11458333,6.0,-123.0,7.22891,1122.494,251.402,False,,0.96,1064.0,hp,Methyl mercaptan,7.23,1122.78,251.4
77,77,126.0,mthylsal,Methyl Salicylate,119-36-8,IND,Liquid,kg,0.003,m/s,6.9,log(Torr),1585.87,C-log(Torr),173.99,C,1178.0,kg/m^3,0.0,/K,152.15,amu,,,,,,,,,,,,,,,,,,hp,mthylsal,6.9,1585.87,173.99
78,78,127.0,mtylhzne,Methyl Hydrazine,60-34-4,IND,Liquid,kg,0.003,m/s,7.185,log(Torr),1238.779,C-log(Torr),200.0,C,866.0,kg/m^3,0.0,/K,46.072,amu,1305.0,0.0,TIC,Methylhydrazine,60-34-4,clear liquid; strong reducing agent,46.07,52.71167048,87.8,-52.4,6.84297,1115.19,191.648,False,,0.874,1244.0,hp,Methylhydrazine,7.185,1238.779,200.0
79,79,129.0,nbutiso,n-Butyl Isocyanate,111-36-4,IND,Liquid,kg,0.003,m/s,6.384,log(Torr),1103.38,C-log(Torr),200.0,C,878.89,kg/m^3,0.0,/K,99.13,amu,,,,,,,,,,,,,,,,,,hp,nbutiso,6.384,1103.38,200.0
80,80,133.0,nitrdiox,Nitrogen Dioxide,10102-44-0,IND,Liquid,kg,0.003,m/s,8.91712,log(Torr),1798.54,C-log(Torr),276.8,C,2340.0,kg/m^3,0.07,/K,46.006,amu,1334.0,0.0,TIC,Nitrogen dioxide,10102-44-0,reddish-brown gas or liquid; deadly poison; irritating odor,46.01,31.77486188,21.0,-11.3,6.22758,540.635,141.22,False,,1.448,1067.0,hp,Nitrogen dioxide,8.91712,1798.54,276.8
81,81,134.0,nitricac,Nitric Acid,7697-37-2,IND,Liquid,kg,0.003,m/s,7.3461,log(Torr),1326.7,C-log(Torr),214.03,C,1474.1,kg/m^3,1.668,/K,63.013,amu,,,,,,,,,,,,,,,,,,hp,nitricac,7.3461,1326.7,214.03
82,82,141.0,paraformaldehyde,Paraformaldehyde,110-88-3,IND,Liquid,kg,0.003,m/s,2.09008,log(Torr),633.20853,C-log(Torr),273.16,C,1170.0,kg/m^3,0.0,/K,90.08,amu,,,,,,,,,,,,,,,,,,hp,paraformaldehyde,2.09008,633.20853,273.16
83,83,142.0,parathion,Parathion,56-38-2,IND,Liquid,kg,0.003,m/s,8.915,log(Torr),3911.0,C-log(Torr),273.15,C,1260.0,kg/m^3,0.0,/K,219.27,amu,,,,,,,,,,,,,,,,,,hp,parathion,8.915,3911.0,273.15
84,84,143.0,perchlor,Tetrachloroethylene,127-18-4,IND,Liquid,kg,0.0,m/s,7.056,log(Torr),1441.0,C-log(Torr),224.0,C,1613.0,kg/m^3,0.0,/K,165.83,amu,1358.0,0.0,TIC,Perchloroethylene,127-18-4,"colorless, nonflammable liquid",165.83,102.1938744,121.2,-22.3,7.05566,1440.819,223.979,False,,1.6227,1897.0,hp,Perchloroethylene,7.056,1441.0,224.0
85,85,148.0,phosgene_ox,Phosgene Oxime,1794-86-1,IND,Liquid,kg,0.003,m/s,8.5856,log(Torr),2288.47,C-log(Torr),273.16,C,1580.0,kg/m^3,2.06,/K,113.93,amu,,,,,,,,,,,,,,,,,,hp,phosgene_ox,8.5856,2288.47,273.16
86,86,149.0,phospent,Phosphorus Pentasulfide,1314-80-3,IND,Liquid,kg,0.003,m/s,10.575,log(Torr),6049.0,C-log(Torr),273.16,C,2090.0,kg/m^3,0.0,/K,222.28,amu,,,,,,,,,,,,,,,,,,hp,phospent,10.575,6049.0,273.16
87,87,151.0,phosphin_liq,Liquid Phosphine,7803-51-2,IND,Liquid,kg,0.0,m/s,6.9,log(Torr),702.83,C-log(Torr),262.09,C,404.3,kg/m^3,2.81,/K,33.998,amu,1366.0,0.0,TIC,Phosphine,7803-51-2,poisonous gas; odor of decaying fish; spontaneously flammable in air,34.0,,-87.7,-133.8,6.90101,702.651,262.085,False,,,2199.0,hp,Phosphine,6.9,702.83,262.09
88,88,152.0,phostricl,Phosphorous Trichloride,7719-12-2,IND,Liquid,kg,0.003,m/s,6.273,log(Torr),937.715,C-log(Torr),198.475,C,1568.1,kg/m^3,0.0,/K,137.332,amu,,,,,,,,,,,,,,,,,,hp,phostricl,6.273,937.715,198.475
89,89,153.0,phsoxycl,Phosphorous Oxychloride,10025-87-3,IND,Liquid,kg,0.003,m/s,6.213,log(Torr),1019.109,C-log(Torr),200.0,C,1668.3,kg/m^3,0.0,/K,153.331,amu,1367.0,0.0,TIC,Phosphorus oxychloride,10025-87-3,"colorless, strongly fuming liquid; pugnent odor",153.33,93.20972644,105.5,1.2,7.15676,1445.959,233.031,False,,1.645,1810.0,hp,Phosphorus oxychloride,6.213,1019.109,200.0
90,90,154.0,PINACOLONE,Pinacolone,75-97-8,IND,Liquid,kg,0.003,m/s,8.1694,log(Torr),2004.92,C-log(Torr),273.15,C,801.2,kg/m^3,0.98,/K,100.16,amu,,,,,,,,,,,,,,,,,,hp,PINACOLONE,8.1694,2004.92,273.15
91,91,155.0,PINACOLYL,Pinacolyl Alcohol,464-07-3,IND,Liquid,kg,0.003,m/s,9.269746139,log(Torr),2511.808831,C-log(Torr),273.15,C,812.2,kg/m^3,1.092,/K,102.17,amu,,,,,,,,,,,,,,,,,,hp,PINACOLYL,9.269746139,2511.808831,273.15
92,92,160.0,pyrid,Pyridine,110-86-1,IND,Liquid,kg,0.0,m/s,7.038,log(Torr),1371.0,C-log(Torr),214.7,C,978.56,kg/m^3,0.0,/K,79.1,amu,1386.0,0.0,TIC,Pyridine,110-86-1,"flammable, colorless liquid; disagreeable odor",79.1,80.49088245,115.3,-41.6,7.03782,1371.358,214.654,False,,0.98272,1282.0,hp,Pyridine,7.038,1371.0,214.7
93,93,191.0,styrene,Styrene,100-42-5,IND,Liquid,kg,0.003,m/s,6.9071,log(Torr),1418.79,C-log(Torr),206.66,C,907.4,kg/m^3,0.0,/K,104.16,amu,1395.0,0.0,TIC,Styrene monomer,100-42-5,"colorless to yellowish, oily liquid; penetrating odor",104.15,114.9558499,145.2,-30.6,6.9344,1459.909,213.599,False,,0.906,2055.0,hp,Styrene monomer,6.9071,1418.79,206.66
94,94,192.0,sulfacid,Sulfuric Acid,7664-93-9,IND,Liquid,kg,0.003,m/s,6.5735,log(Torr),1881.8,C-log(Torr),156.66,C,1831.0,kg/m^3,1.1195,/K,98.079,amu,,,,,,,,,,,,,,,,,,hp,sulfacid,6.5735,1881.8,156.66
95,95,193.0,sulfcl,Sulfuryl Chloride,7791-25-5,IND,Liquid,kg,0.003,m/s,6.649,log(Torr),1013.996,C-log(Torr),200.0,C,1659.9,kg/m^3,0.0,/K,134.97,amu,,,,,,,,,,,,,,,,,,hp,sulfcl,6.649,1013.996,200.0
96,96,195.0,sulfdxde_liq,Liquid Sulfur Dioxide,7446-09-5,IND,Liquid,kg,0.0,m/s,6.36,log(Torr),668.39,C-log(Torr),200.9,C,1194.8,kg/m^3,4.71,/K,64.065,amu,,,,,,,,,,,,,,,,,,hp,sulfdxde_liq,6.36,668.39,200.9
97,97,196.0,tbp,Tributyl Phosphate,126-73-8,C&I,Liquid,kg,0.0,m/s,11.45,log(Torr),4816.0,C-log(Torr),273.1,C,980.0,kg/m^3,0.0,/K,266.32,amu,,,,,,,,,,,,,,,,,,hp,tbp,11.45,4816.0,273.1
98,98,197.0,tcea,"1,1,1-Trichloroethane",71-55-6,IND,Liquid,kg,0.0,m/s,8.761,log(Torr),2210.0,C-log(Torr),308.1,C,1330.0,kg/m^3,0.0,/K,133.42,amu,1421.0,0.0,TIC,"1,1,1-Trichloroethane",71-55-6,nonflammable liquid,133.4,99.73086124,74.1,-30.0,8.76117,2210.179,308.052,False,,1.3376,2831.0,hp,"1,1,1-Trichloroethane",8.761,2210.0,308.1
99,99,200.0,tep,Triethylphosphate,78-40-0,C&I,Liquid,kg,0.005,m/s,7.0,log(Torr),1800.0,C-log(Torr),218.0,C,1094.3,kg/m^3,1.2,/K,182.158,amu,,,,,,,,,,,,,,,,,,hp,tep,7.0,1800.0,218.0
100,100,205.0,thiochl,Thionyl Chloride,7719-09-7,IND,Liquid,kg,0.0,m/s,7.219,log(Torr),1400.0,C-log(Torr),246.9,C,1640.0,kg/m^3,0.0,/K,118.98,amu,,,,,,,,,,,,,,,,,,hp,thiochl,7.219,1400.0,246.9
101,101,207.0,titnchrd,Titanium Tetrachloride,7550-45-0,IND,Liquid,kg,0.003,m/s,7.117,log(Torr),1210.595,C-log(Torr),229.664,C,1718.2,kg/m^3,0.0,/K,189.678,amu,1413.0,0.0,TIC,Titanium tetrachloride,7550-45-0,colorless liquid; penetrating acid odor,189.68,109.8957126,135.9,-24.1,7.72479,1990.235,275.15,False,,1.726,1838.0,hp,Titanium tetrachloride,7.117,1210.595,229.664
102,102,208.0,toldiiso,"2,4-Toluene Diisocyanate",584-84-9,IND,Liquid,kg,0.003,m/s,1.596,log(Torr),716.8,C-log(Torr),197.97,C,1224.0,kg/m^3,0.0,/K,174.16,amu,1415.0,0.0,TIC,"Toluene-2,4-diisocyanate",584-84-9,"liquid; sharp, pungent odor",174.16,142.2410977,251.0,13.9,7.47157,2064.243,197.974,False,,1.2244,2078.0,hp,"Toluene-2,4-diisocyanate",1.596,716.8,197.97
103,103,209.0,toluene,Toluene,108-88-3,IND,Liquid,kg,0.003,m/s,6.957,log(Torr),1342.0,C-log(Torr),218.9,C,866.0,kg/m^3,0.0,/K,92.15,amu,1414.0,0.0,TIC,Toluene,108-88-3,flammable liquid; benzene-like odor,92.14,106.6929134,110.6,-95.0,7.01667,1377.578,222.643,False,,0.8636,1294.0,hp,Toluene,6.957,1342.0,218.9
104,104,213.0,trctylcd,Trichloroacetyl Chloride,76-2-8,IND,Liquid,kg,0.003,m/s,6.358,log(Torr),1104.93,C-log(Torr),200.0,C,1615.0,kg/m^3,0.0,/K,181.83,amu,,,,,,,,,,,,,,,,,,hp,trctylcd,6.358,1104.93,200.0
105,105,218.0,tvx,Thickened VX,50782-69-9,CHM,Liquid,kg,0.01,m/s,7.281,log(Torr),2072.1,C-log(Torr),172.5,C,1029.0,kg/m^3,0.83,/K,267.4,amu,7.0,1.0,CSEPP,VX,50782-69-9,EA 1701,267.4,342.2,297.85,-51.0,7.281,-2072.1,172.5,True,0.022,1.01,,hp,VX,7.281,2072.1,172.5
106,106,225.0,vx,Persistent Nerve (VX),50782-69-9,CHM,Liquid,kg,0.003,m/s,7.281,log(Torr),2072.1,C-log(Torr),172.5,C,1029.0,kg/m^3,0.83,/K,211.2,amu,7.0,1.0,CSEPP,VX,50782-69-9,EA 1701,267.4,342.2,297.85,-51.0,7.281,-2072.1,172.5,True,0.022,1.01,,hp,VX,7.281,2072.1,172.5
107,107,,,,HT,,,,,,,,,,,,,,,,,,4.0,1.0,CSEPP,HT,HT,60% mustard and 40% T,159.1,149.7,227.85,0.0,7.47009,-1935.47,204.2,False,,1.26,,fp,HT,7.47009,-1935.47,204.2
108,108,,,, ,,,,,,,,,,,,,,,,,,8.0,1.0,CSEPP,UserDefined, ,DIPA,101.0,101.0,400.0,-15.0,7.5,-1290.0,273.0,False,,1.0,,fp,UserDefined,7.5,-1290.0,273.0
109,109,,,, ,,,,,,,,,,,,,,,,,,9.0,1.0,CSEPP,UserDefined, ,Phosgene,98.92,72.2,7.6,-128.0,7.46,-1289.2,273.0,False,,1.37,,fp,UserDefined,7.46,-1289.2,273.0
110,110,,,,105-57-7,,,,,,,,,,,,,,,,,,1000.0,0.0,TIC,Acetal,105-57-7,volatile liquid; hypnotic,118.17,143.1669494,103.5,-100.0,6.92032,1272.727,211.28,False,,0.8254,1088.0,fp,Acetal,6.92032,1272.727,211.28
111,111,,,,75-07-7,,,,,,,,,,,,,,,,,,1001.0,0.0,TIC,Acetaldehyde,75-07-7,flammable liquid; pungent odor,44.05,55.90101523,20.9,-123.0,8.0634,1637.083,295.467,False,,0.788,1089.0,fp,Acetaldehyde,8.0634,1637.083,295.467
112,112,,,,64-19-7,,,,,,,,,,,,,,,,,,1002.0,0.0,TIC,"Acetic acid, glacial",64-19-7,liquid; burns skin; pungent odor,60.05,57.48611909,117.9,16.7,7.55716,1642.54,233.386,False,,1.0446,2789.0,fp,"Acetic acid, glacial",7.55716,1642.54,233.386
113,113,,,,108-24-7,,,,,,,,,,,,,,,,,,1003.0,0.0,TIC,Acetic anhydride,108-24-7,readily combustible liquid; fire hazard; strong acetic odor,102.09,94.35304991,139.6,-73.0,7.12165,1427.77,198.037,False,,1.082,1715.0,fp,Acetic anhydride,7.12165,1427.77,198.037
114,114,,,,75-05-8,,,,,,,,,,,,,,,,,,1005.0,0.0,TIC,Acetonitrile,75-05-8,poisonous liquid with ether-like odor,41.05,52.13029399,81.6,-43.8,7.15383,1355.374,235.297,False,,0.78745,1648.0,fp,Acetonitrile,7.15383,1355.374,235.297
115,115,,,,506-96-7,,,,,,,,,,,,,,,,,,1006.0,0.0,TIC,Acetyl bromide,506-96-7,fuming liquid; irritating to the eyes; violently decomposes in water or alcohol,122.95,80.88815789,76.1,-96.5,5.50958,670.92,170.91,False,,1.52,1716.0,fp,Acetyl bromide,5.50958,670.92,170.91
116,116,,,,75-36-5,,,,,,,,,,,,,,,,,,1007.0,0.0,TIC,Acetyl chloride,75-36-5,flammable liquid; extremely irritating to the eyes; pungent odor,78.5,71.03429554,50.7,-112.8,6.84078,1062.86,217.619,False,,1.1051,1717.0,fp,Acetyl chloride,6.84078,1062.86,217.619
117,117,,,,74-86-2,,,,,,,,,,,,,,,,,,1008.0,0.0,TIC,Acetylene,74-86-2,gas; forms insoluble explosive compounds with copper and silver,26.04,41.94587629,-83.9,-80.8,0.0,0.0,0.0,False,,0.6208,1001.0,fp,Acetylene,0.0,0.0,0.0
118,118,,,,79-27-6,,,,,,,,,,,,,,,,,,1009.0,0.0,TIC,Acetylene tetrabromide,79-27-6,"yellowish, heavy liquid",345.65,116.5531427,243.5,0.0,7.8252,2393.457,240.705,False,,2.9656,2504.0,fp,Acetylene tetrabromide,7.8252,2393.457,240.705
119,119,,,,507-02-8,,,,,,,,,,,,,,,,,,1010.0,0.0,TIC,Acetyl iodide,507-02-8,fuming liquid with suffocating odor,169.95,82.20470156,108.0,-273.15,3.87669,285.338,95.618,False,,2.0674,1898.0,fp,Acetyl iodide,3.87669,285.338,95.618
120,120,,,,107-05-1,,,,,,,,,,,,,,,,,,1015.0,0.0,TIC,Allyl chloride,107-05-1,"liquid; unpleasant, pungent odor",76.52,81.57782516,45.1,-134.5,5.11593,365.121,118.231,False,,0.938,1100.0,fp,Allyl chloride,5.11593,365.121,118.231
121,121,,,,57-06-7,,,,,,,,,,,,,,,,,,1016.0,0.0,TIC,Allyl isothiocyanate,57-06-7,colorless or pale yellow liquid,99.16,97.50245821,151.1,-80.0,2.74759,161.415,55.205,False,,1.017,1545.0,fp,Allyl isothiocyanate,2.74759,161.415,55.205
122,122,,,,107-37-9,,,,,,,,,,,,,,,,,,1017.0,0.0,TIC,Allyltrichlorosilane,107-37-9,'',175.5,146.1160603,116.1,35.0,6.6039,1116.0,183.15,False,,1.2011,1724.0,fp,Allyltrichlorosilane,6.6039,1116.0,183.15
123,123,,,,97-93-8,,,,,,,,,,,,,,,,,,1018.0,0.0,TIC,Aluminum triethyl,97-93-8,'',114.17,137.2235577,194.0,-52.5,10.28904,3451.295,275.29,False,,0.832,3051.0,fp,Aluminum triethyl,10.28904,3451.295,275.29
124,124,,,,"584-02-1, 6032-29-7, 26635-63-2",,,,,,,,,,,,,,,,,,1020.0,0.0,TIC,Sec-amyl alcohol,"584-02-1, 6032-29-7, 26635-63-2",'',88.15,,115.3,-69.0,7.29859,1291.212,173.133,False,,,1987.0,fp,Sec-amyl alcohol,7.29859,1291.212,173.133
125,125,,,,75-85-4,,,,,,,,,,,,,,,,,,1021.0,0.0,TIC,Tert-amyl alcohol,75-85-4,'',88.15,108.8809289,102.0,-8.8,7.3418,1261.658,181.197,False,,0.8096,1987.0,fp,Tert-amyl alcohol,7.3418,1261.658,181.197
126,126,,,,110-66-7,,,,,,,,,,,,,,,,,,1022.0,0.0,TIC,Amyl mercaptan,110-66-7,"liquid; penetrating, unpleasant odor",104.21,123.7501484,126.6,-75.7,6.93311,1369.479,211.314,False,,0.8421,1111.0,fp,Amyl mercaptan,6.93311,1369.479,211.314
127,127,,,,110-43-0,,,,,,,,,,,,,,,,,,1023.0,0.0,TIC,Amyl methyl ketone,110-43-0,'',114.18,139.294864,151.0,-35.0,10.12304,3331.738,309.832,False,,0.8197,1110.0,fp,Amyl methyl ketone,10.12304,3331.738,309.832
128,128,,,,100-66-3,,,,,,,,,,,,,,,,,,1025.0,0.0,TIC,Anisole,100-66-3,liquid; agreeable odor,108.14,108.6179188,153.6,-37.5,7.05236,1489.756,203.543,False,,0.9956,2222.0,fp,Anisole,7.05236,1489.756,203.543
129,129,,,,7647-18-9,,,,,,,,,,,,,,,,,,1026.0,0.0,TIC,Antimony pentachloride,7647-18-9,"colorless to yellow, oily liquid",299.05,126.8235793,175.0,2.8,7.76624,2046.733,240.858,False,,2.358,1730.0,fp,Antimony pentachloride,7.76624,2046.733,240.858
130,130,,,,7440-37-1,,,,,,,,,,,,,,,,,,1027.0,0.0,TIC,Argon,7440-37-1,"colorless, odorless gas",39.95,,-185.9,-189.4,0.0,0.0,0.0,False,,,1006.0,fp,Argon,0.0,0.0,0.0
131,131,,,,7784-34-1,,,,,,,,,,,,,,,,,,1028.0,0.0,TIC,Arsenic trichloride,7784-34-1,oily liquid; fumes in air; intensely poisonous,181.28,84.51282051,130.2,-16.0,7.35057,1620.019,231.788,False,,2.145,1560.0,fp,Arsenic trichloride,7.35057,1620.019,231.788
132,132,,,,100-52-7,,,,,,,,,,,,,,,,,,1030.0,0.0,TIC,Benzaldehyde,100-52-7,liquid; oxidizes in air; volatile with steam,106.12,101.0666667,178.7,-57.1,8.09006,2337.539,268.047,False,,1.05,1990.0,fp,Benzaldehyde,8.09006,2337.539,268.047
133,133,,,,100-47-0,,,,,,,,,,,,,,,,,,1032.0,0.0,TIC,Benzonitrile,100-47-0,liquid,103.12,102.0990099,191.0,-12.8,7.72911,2110.572,244.819,False,,1.01,2224.0,fp,Benzonitrile,7.72911,2110.572,244.819
134,134,,,,98-08-8,,,,,,,,,,,,,,,,,,1033.0,0.0,TIC,Benzotrifluoride,98-08-8,liquid; soluble in many organic solvents,146.11,122.9261316,102.1,-29.0,6.96928,1305.612,217.292,False,,1.1886,2338.0,fp,Benzotrifluoride,6.96928,1305.612,217.292
135,135,,,,100-39-0,,,,,,,,,,,,,,,,,,1034.0,0.0,TIC,Benzyl bromide,100-39-0,lacrimatory liquid,171.05,98.41772152,198.5,-3.9,7.54852,2043.135,238.58,False,,1.738,1737.0,fp,Benzyl bromide,7.54852,2043.135,238.58
136,136,,,,100-44-7,,,,,,,,,,,,,,,,,,1035.0,0.0,TIC,Benzyl chloride,100-44-7,liquid; unpleasant odor,126.58,115.0727273,179.4,-39.0,7.55773,1932.142,233.754,False,,1.1,1738.0,fp,Benzyl chloride,7.55773,1932.142,233.754
137,137,,,,10294-33-4,,,,,,,,,,,,,,,,,,1036.0,0.0,TIC,Boron tribromide,10294-33-4,"colorless, fuming liquid",250.5,92.846553,91.1,-46.1,6.89162,1262.484,224.832,False,,2.698,2692.0,fp,Boron tribromide,6.89162,1262.484,224.832
138,138,,,,10294-34-5,,,,,,,,,,,,,,,,,,1037.0,0.0,TIC,Boron trichloride,10294-34-5,"colorless, fuming liquid",117.17,86.79259259,12.5,-107.0,6.82655,973.995,234.156,False,,1.35,1741.0,fp,Boron trichloride,6.82655,973.995,234.156
139,139,,,,7/2/7637,,,,,,,,,,,,,,,,,,1038.0,0.0,TIC,Boron trifluoride,7/2/7637,colorless gas; suffocating odor; forms dense white fumes in moist air,67.81,43.1910828,-99.8,-127.1,7.55725,663.463,242.355,False,,1.57,1008.0,fp,Boron trifluoride,7.55725,663.463,242.355
140,140,,,,7726-95-6,,,,,,,,,,,,,,,,,,1039.0,0.0,TIC,Bromine,7726-95-6,"dark reddish-brown, volatile liquid; vaporizes rapidly; suffocating odor",159.81,51.38585209,58.7,-7.3,5.82039,638.258,158.006,False,,3.11,1744.0,fp,Bromine,5.82039,638.258,158.006
141,141,,,,7789-30-2,,,,,,,,,,,,,,,,,,1040.0,0.0,TIC,Bromine pentafluoride,7789-30-2,liquid; fumes in air,174.9,71.08600228,41.1,-60.0,7.67287,1411.692,253.387,False,,2.4604,1745.0,fp,Bromine pentafluoride,7.67287,1411.692,253.387
142,142,,,,108-86-1,,,,,,,,,,,,,,,,,,1041.0,0.0,TIC,Bromobenzene,108-86-1,mobile liquid; aromatic odor,157.01,105.0093633,156.1,-30.7,6.94712,1495.044,211.642,False,,1.4952,2514.0,fp,Bromobenzene,6.94712,1495.044,211.642
143,143,,,,109-65-9,,,,,,,,,,,,,,,,,,1042.0,0.0,TIC,1-Bromobutane,109-65-9,'',137.02,108.0088286,101.6,-112.4,6.67517,1084.887,207.906,False,,1.2686,1126.0,fp,1-Bromobutane,6.67517,1084.887,207.906
144,144,,,,353-59-3,,,,,,,,,,,,,,,,,,1043.0,0.0,TIC,Bromochlorodifluoromethane,353-59-3,'',165.37,89.38918919,-4.0,-159.5,6.839097065,936.27,240.491,False,,1.85,1974.0,fp,Bromochlorodifluoromethane,6.839097065,936.27,240.491
145,145,,,,74-97-5,,,,,,,,,,,,,,,,,,1044.0,0.0,TIC,Bromochloromethane,74-97-5,'',129.38,66.88378825,68.1,-88.0,6.39587,895.556,186.703,False,,1.9344,1887.0,fp,Bromochloromethane,6.39587,895.556,186.703
146,146,,,,75-25-2,,,,,,,,,,,,,,,,,,1045.0,0.0,TIC,Bromoform,75-25-2,heavy liquid; chloroform odor,252.73,87.45285304,149.2,8.1,6.79051,1363.237,200.002,False,,2.8899,2515.0,fp,Bromoform,6.79051,1363.237,200.002
147,147,,,,107-82-4,,,,,,,,,,,,,,,,,,1046.0,0.0,TIC,1-Bromo-3-methylbutane,107-82-4,'',151.07,124.8512397,120.5755948,-273.15,7.12591,1480.387,228.152,False,,1.21,2341.0,fp,1-Bromo-3-methylbutane,7.12591,1480.387,228.152
148,148,,,,106-94-5,,,,,,,,,,,,,,,,,,1047.0,0.0,TIC,1-Bromopropane,106-94-5,'',122.99,,71.0,-110.0,7.03766,1259.836,232.042,False,,,2344.0,fp,1-Bromopropane,7.03766,1259.836,232.042
149,149,,,,591-17-3,,,,,,,,,,,,,,,,,,1048.0,0.0,TIC,M-bromotoluene,591-17-3,liquid,171.05,121.320661,183.7,-40.0,9.38887,3506.406,355.894,False,,1.4099,1993.0,fp,M-bromotoluene,9.38887,3506.406,355.894
150,150,,,,75-63-8,,,,,,,,,,,,,,,,,,1049.0,0.0,TIC,Bromotrifluoromethane,75-63-8,'',148.91,94.24683544,-57.9,-168.0,0.0,0.0,0.0,False,,1.58,1009.0,fp,Bromotrifluoromethane,0.0,0.0,0.0
151,151,,,,106-97-8,,,,,,,,,,,,,,,,,,1051.0,0.0,TIC,Butane,106-97-8,flammable gas,58.12,100.414651,-0.5,-138.3,6.72512,909.65,237.004,False,,0.5788,1011.0,fp,Butane,6.72512,909.65,237.004
152,152,,,,123-86-4,,,,,,,,,,,,,,,,,,1052.0,0.0,TIC,Butyl acetate,123-86-4,liquid,116.16,131.6111489,126.1,-73.5,7.14313,1440.231,211.788,False,,0.8826,1123.0,fp,Butyl acetate,7.14313,1440.231,211.788
153,153,,,,141-32-2,,,,,,,,,,,,,,,,,,1053.0,0.0,TIC,Butyl acrylate,141-32-2,"elastic, tacky substance",128.17,144.0436053,147.4,-64.6,7.30193,1658.03,227.589,False,,0.8898,2348.0,fp,Butyl acrylate,7.30193,1658.03,227.589
154,154,,,,71-36-3,,,,,,,,,,,,,,,,,,1054.0,0.0,TIC,N-butyl alcohol,71-36-3,liquid; burns with a strongly luminous flame,74.12,91.52877254,117.7,-89.3,7.42117,1351.555,179.81,False,,0.8098,,fp,N-butyl alcohol,7.42117,1351.555,179.81
155,155,,,,78-92-2,,,,,,,,,,,,,,,,,,1055.0,0.0,TIC,Sec-butyl alcohol,78-92-2,liquid,74.12,91.9260821,99.6,-114.7,7.20453,1158.672,168.467,False,,0.8063,1990.0,fp,Sec-butyl alcohol,7.20453,1158.672,168.467
156,156,,,,75-65-0,,,,,,,,,,,,,,,,,,1056.0,0.0,TIC,Tert-butyl alcohol,75-65-0,crystals; camphor-like odor,74.12,94.32305519,82.4,25.8,7.37284,1174.869,179.23,False,,0.78581,1120.0,fp,Tert-butyl alcohol,7.37284,1174.869,179.23
157,157,,,,75-64-9,,,,,,,,,,,,,,,,,,1057.0,0.0,TIC,Tert-butylamine,75-64-9,liquid,73.14,105.1164128,44.4,-67.0,6.78204,992.719,210.423,False,,0.6958,1992.0,fp,Tert-butylamine,6.78204,992.719,210.423
158,158,,,,104-51-8,,,,,,,,,,,,,,,,,,1058.0,0.0,TIC,Butylbenzene,104-51-8,liquid,134.22,156.0516219,183.3,-87.8,6.98318,1577.965,201.378,False,,0.8601,2709.0,fp,Butylbenzene,6.98318,1577.965,201.378
